utterance|intent|domain|dialogue_id
I am looking for an American or Italian place in Boston that has a childrens menu.  I want to make a reservation for 4 people for Tuesday night at 7:00pm.|reservation|restaurant|single_sen
Can you recommend a fairly decent place for Cuban food in Miami? I've tried some top rated places and they were too pretentious|restaurantname|restaurant|single_sen
I need to book a reservation for a party of 5 at a breakfast restaurant in LA at 8pm tuesday|reservation|restaurant|single_sen
I want to take my boyfriend to a romantic Italian dinner on Thursday night. Can you help me find a good restaurant?|restaurantname|restaurant|single_sen
I wish to find reservations for 2 to the best steak house in Oxnard CA.|reservation|restaurant|single_sen
Can you tell me what times are available between 7:30 PM and 9:30 PM on March 23rd please?|starttime|restaurant|single_sen
I need to book a reservation for a party of 5 at a Chinese restaurant in LA at 8pm tuesday|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at a fancy restaurant in Las Vegas at 7pm thursday|reservation|restaurant|single_sen
I would like to make a reservation for the third saturday of every month until October|reservation|restaurant|single_sen
Are there any vegan options in Nashua, NH?|restaurantname|restaurant|single_sen
What are they?|restaurantname|restaurant|single_sen
Book a reservation at a different restaurant, something italian|reservation|restaurant|single_sen
Are there any places that serve organic food in bangor maine?|restaurantname|restaurant|single_sen
I need to book a reservation for a party of 5 at an Italian restaurant with tiramisu in Las Vegas at 7pm thursday|reservation|restaurant|single_sen
Where is a vegetarian restaurant near 30041?|restaurantname|restaurant|single_sen
Can you recommend a good Mexican place in San Francisco that has sit-down dining?|restaurantname|restaurant|single_sen
I need a kid friendly place for a 6 year old's birthday dinner in narragansett, ri Saturday afternoon|restaurantname|restaurant|single_sen
I am looking for a place to eat in downtown Chicago that is open late.  Will be in town Thursday around 11pm.|restaurantname|restaurant|single_sen
I want to book reservations for tomorrow for 2 people at 6pm for a upscale steakhouse in Pasadena TX.  Can you help me?|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at a restaurant handmade ice cream in Las Vegas at 7pm thursday|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at a breakfast restaurant in LA at 10am thursday|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at a gluten free friendly restaurant in LA at 8pm tuesday|reservation|restaurant|single_sen
what restaurants are near by east Indianapolis?|restaurantname|restaurant|single_sen
are there any places that serve gluten free food in miami, fl? I need a reservation for 4 tomorrow afternoon.|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at a restaurant with amazing cheesecake in Las Vegas at 7pm thursday|reservation|restaurant|single_sen
I am looking fr a casual restaurant for Friday night around 8pm in dallas, tx|restaurantname|restaurant|single_sen
I need to book a reservation for a party of 5 at an breakfast restaurant in Las Vegas at 10am thursday|reservation|restaurant|single_sen
I need to book a reservation for a party of 5 at an breakfast restaurant in LA at 10am thursday|reservation|restaurant|single_sen
Im looking for a restaurant for brunch for 4 at the Baltimore Inner Harbor.|restaurantname|restaurant|single_sen
I need to book a reservation for a party of 5 at a dessert restaurant in LA at 8pm tuesday|reservation|restaurant|single_sen
a restaurant with high rater dessert|restaurantname|restaurant|single_sen
I need  to reserve a table for 2 at a fancy restaurant in providence, ri tomorrow night|reservation|restaurant|single_sen
need a table for 2 for seattle tonight|reservation|restaurant|single_sen
I want a reservation for dinner for two people some place that has a patio in Seattle.|reservation|restaurant|single_sen
I'd like to go to a local hot spot in Austin, TX.|restaurantname|restaurant|single_sen
Hello, can you help me find a soul food restaurant in Harlem, New York for  March 28, 2016?  I will be visiting the city on that day and would like to take a party of seven to enjoy authentic soul food cuisine.  Can you help me with this?|restaurantname|restaurant|single_sen
Is there a place I can get an authentic Chicago style hot dog tomorrow in downtown Chicago?|restaurantname|restaurant|single_sen
I need to make a breakfast reservation and a dinner reservation.|reservation|restaurant|single_sen
I am looking for a dinner theater this Saturday in Orlando.|reservation|restaurant|single_sen
Looking for a french restaurant in French quarter New Orleans.|reservation|restaurant|single_sen
Hi, I need a vegan friendly pizza place in San Antonio tomorrow at 8pm. Gluten free is good, but not necessary too|restaurantname|restaurant|single_sen
Hello, I am trying to find a  nice seafood restaurant in Long Island, New york.  Can you help me find an upscale location in Long Island that serves seafood?|restaurantname|restaurant|single_sen
Hi, does this restaurant have a parking lot? Spaghetti Brothers 3213 Scott St, San Francisco, CA 94123?|other|restaurant|single_sen
I'd like to make a reservation for a birthday party.|reservation|restaurant|single_sen
Hi,  I'm looking for an upscale Thai restaurant in Knoxville TN|restaurantname|restaurant|single_sen
I have any early day Saturday morning. Are any restaurants available at 8am?|restaurantname|restaurant|single_sen
I want to go to the best sushi restaurant in Seattle.|restaurantname|restaurant|single_sen
Okay can I book reservations for next month, April 28 at 5 PM?|reservation|restaurant|single_sen
I need a Greek restaurant in the Portland area|restaurantname|restaurant|single_sen
I'd like to find the best fresh tofu served in San Francisco|restaurantname|restaurant|single_sen
I am looking for a really nice seafood place in San Diego to impress my future in-laws.  Highly rated is a must.|restaurantname|restaurant|single_sen
Please book The Marine Room,|reservation|restaurant|single_sen
I need a wheelchair accessible, very romantic place in in the Beacon Hill/West End area of Boston. 2 people.|reservation|restaurant|single_sen
Can you show me some high rated Italian restaurants in Miami FL|restaurantname|restaurant|single_sen
Do you have any recommendations for Japanese restaurants in San Francisco?|restaurantname|restaurant|single_sen
Okay, can I make reservations?|reservation|restaurant|single_sen
Where can I go for a gourmet burger in Houston Tx?|restaurantname|restaurant|single_sen
Where can I get a good burger in Birmingham, AL?|restaurantname|restaurant|single_sen
My friend loves meat but I'm vegan. Can you find a restaurant good for both of us in Palo Alto, CA?|restaurantname|restaurant|single_sen
Looking to book a fun buffet restaurant in Las Vegas on April 4, cheap but with good ratings|reservation|restaurant|single_sen
Definitely Bacchanal Buffet, let's book that.|reservation|restaurant|single_sen
I want to impress my girlfriend, can you find an expensive restaurant in Austin, TX?|restaurantname|restaurant|single_sen
make a booking at the cheaspeake bay restaurant for 4 at 6pm|reservation|restaurant|single_sen
any seafood place in virginia|restaurantname|restaurant|single_sen
I am ready to party- Can you summon me up reservations for 5 at a casual restaurant in vegas? Apparently they need to have at least one vegan dish.|reservation|restaurant|single_sen
Does Nostrana have a table available Thursday the 24th at 7:00 pm?|reservation|restaurant|single_sen
Is there a place in New Orleans I can listen to live music and have lunch this Sunday?|restaurantname|restaurant|single_sen
Planning a birthday party for my brother in law.  Any vegan restaurants near Atlanta GA?|restaurantname|restaurant|single_sen
I would like to have a birthday party at chuck e cheese in the tampa bay area|restaurantname|restaurant|single_sen
i am looking for a mexican restaurant in portland oregon please|restaurantname|restaurant|single_sen
I am visiting downtown Chicago tomorrow. Can you recommend a good local restaurant?|restaurantname|restaurant|single_sen
I feel like a nice restaurant.|restaurantname|restaurant|single_sen
What Italian restaurant has the best rating in New Orleans, LA ?|restaurantname|restaurant|single_sen
Do any restaurants in West Palm Beach, FL offer live entertainment?|restaurantname|restaurant|single_sen
Hello, I'm looking for a great sushi restaurant in Longmont CO for this Fri evening, can you help?|restaurantname|restaurant|single_sen
i am looking for a steak place in portland oregon please|restaurantname|restaurant|single_sen
I want to go out to eat in downtown Seattle but I don't want to deal with parking. Can you find a restaurant with a valet service?|restaurantname|restaurant|single_sen
Can you recommend some family friendly restaurants near LAX|restaurantname|restaurant|single_sen
Can I have a reservation for 3 at a fine steak house downtown New York, New York?|reservation|restaurant|single_sen
I'd like a decent french restaurant in Seattle that isn't too pricey, thanks.|restaurantname|restaurant|single_sen
I need a mediterranean restaurant in los angeles that has seating for tomorrow|reservation|restaurant|single_sen
I'd like to make a reservation in Seattle at a buffet.|reservation|restaurant|single_sen
i would like to know your best seafood place to book for 5 people all you can eat crab legs|restaurantname|restaurant|single_sen
